"Breach_ID","Risk_Score","Industry","Records_Breached","Breach_Date","Breach_Type","Breach_Source","Location","Risk_Severity"
2859,0.6,"Financial","1","2018-04-23","Identity Theft","Accidental Loss","United Kingdom","Nominal"
2860,2.2,"Retail","1","2017-02-16","Identity Theft","Malicious Outsider","United States","Minimal"
2861,0.6,"Government","1","2018-09-16","Identity Theft","Accidental Loss","Canada","Nominal"
2862,2.2,"Financial","1","2017-07-21","Identity Theft","Malicious Outsider","United States","Minimal"
2863,0.6,"Education","1","2018-04-25","Identity Theft","Accidental Loss","United States","Nominal"
2864,2.2,"Government","1","2017-03-13","Identity Theft","Malicious Outsider","United States","Minimal"
2865,0.6,"Industrial","1","2018-03-02","Identity Theft","Accidental Loss","United States","Nominal"
2866,2.2,"Financial","1","2017-01-24","Identity Theft","Malicious Outsider","United States","Minimal"
2867,0.6,"Government","1","2018-01-30","Identity Theft","Accidental Loss","New Zealand","Nominal"
2868,2.2,"Government","1","2017-02-07","Identity Theft","Malicious Outsider","United States","Minimal"
2869,0.6,"Other","1","2018-09-23","Nuisance","Malicious Outsider","United States","Nominal"
2870,2.2,"Government","1","2017-02-21","Identity Theft","Malicious Outsider","United States","Minimal"
2871,0.6,"Financial","1","2018-06-28","Identity Theft","Accidental Loss","United States","Nominal"
2872,2.2,"Retail","1","2017-02-14","Identity Theft","Malicious Outsider","United States","Minimal"
2873,0.6,"Government","1","2018-06-28","Identity Theft","Accidental Loss","United States","Nominal"
2874,2.2,"Technology","1","2017-09-19","Existential Data","Malicious Insider","United States","Minimal"
2875,0.6,"Industrial","1","2018-03-05","Nuisance","Malicious Outsider","United States","Nominal"
2876,2.2,"Education","1","2017-05-08","Identity Theft","Malicious Outsider","United States","Minimal"
2877,0.6,"Government","1","2018-09-25","Identity Theft","Accidental Loss","United States","Nominal"
2878,2.2,"Other","1","2017-01-27","Identity Theft","Malicious Outsider","United States","Minimal"
2879,0.6,"Other","1","2018-03-06","Identity Theft","Accidental Loss","United States","Nominal"
2880,2.2,"Technology","1","2017-09-01","Existential Data","Malicious Insider","United States","Minimal"
2881,0.6,"Retail","1","2018-03-06","Identity Theft","Accidental Loss","Thailand","Nominal"
2882,2.1,"Retail","1","2017-01-02","Financial Access","Malicious Outsider","United States","Minimal"
2883,0.6,"Insurance","1","2018-01-31","Identity Theft","Accidental Loss","United States","Nominal"
2884,2.1,"Industrial","1","2017-09-01","Identity Theft","Malicious Insider","Finland","Minimal"
2885,0.6,"Education","1","2018-09-28","Identity Theft","Accidental Loss","Estonia","Nominal"
2886,2.1,"Other","1","2017-03-09","Financial Access","Malicious Outsider","United States","Minimal"
2887,0.6,"Technology","1","2018-06-04","Identity Theft","Accidental Loss","United States","Nominal"
2888,2.1,"Retail","1","2017-02-10","Financial Access","Malicious Outsider","United States","Minimal"
2889,0.6,"Insurance","1","2018-09-28","Nuisance","Malicious Outsider","United States","Nominal"
2890,2.1,"Industrial","1","2017-06-01","Financial Access","Malicious Outsider","United States","Minimal"
2891,0.6,"Other","1","2018-07-01","Identity Theft","Accidental Loss","United States","Nominal"
2892,2.1,"Healthcare","1","2017-10-15","Identity Theft","Malicious Insider","United States","Minimal"
2893,0.6,"Other","1","2018-09-29","Identity Theft","Accidental Loss","United Kingdom","Nominal"
2894,2.1,"Industrial","1","2017-06-20","Financial Access","Malicious Outsider","United States","Minimal"
2895,0.6,"Other","1","2018-07-02","Identity Theft","Accidental Loss","Italy","Nominal"
2896,2.1,"Retail","1","2017-01-09","Financial Access","Malicious Outsider","United States","Minimal"
2897,0.6,"Industrial","1","2018-07-02","Identity Theft","Accidental Loss","United States","Nominal"
2898,2.1,"Healthcare","1","2017-02-04","Financial Access","Malicious Outsider","United States","Minimal"
2899,0.5,"Technology","1","2018-10-11","Financial Access","Accidental Loss","United States","Nominal"
2900,2.1,"Retail","1","2017-04-27","Financial Access","Malicious Outsider","United States","Minimal"
2901,0.5,"Education","1","2018-07-24","Nuisance","Malicious Insider","United States","Nominal"
2902,2.1,"Retail","1","2017-05-12","Financial Access","Malicious Outsider","United States","Minimal"
2903,0.5,"Retail","1","2018-11-05","Financial Access","Accidental Loss","United States","Nominal"
2904,2.1,"Professional Services","1","2017-07-11","Financial Access","Malicious Outsider","United States","Minimal"
2905,0.5,"Technology","1","2018-08-14","Financial Access","Accidental Loss","United States","Nominal"
2906,2.1,"Retail","1","2017-01-30","Financial Access","Malicious Outsider","United States","Minimal"
2907,0.5,"Education","1","2018-06-01","Financial Access","Accidental Loss","Australia","Nominal"
2908,2.1,"Retail","1","2017-01-05","Financial Access","Malicious Outsider","United States","Minimal"
2909,0.5,"Healthcare","1","2018-06-01","Financial Access","Accidental Loss","Australia","Nominal"
2910,2.1,"Hospitality","1","2017-06-16","Financial Access","Malicious Outsider","United States","Minimal"
2911,0.5,"Professional Services","1","2018-06-01","Financial Access","Accidental Loss","Australia","Nominal"
2912,2.1,"Government","1","2017-03-01","Identity Theft","Malicious Insider","Australia","Minimal"
2913,0.5,"Financial","1","2018-04-04","Financial Access","Accidental Loss","United States","Nominal"
2914,2.1,"Retail","1","2017-04-08","Financial Access","Malicious Outsider","United States","Minimal"
2915,0.5,"Healthcare","1","2018-01-18","Financial Access","Accidental Loss","United States","Nominal"
2916,2.1,"Financial","1","2017-01-02","Financial Access","Malicious Outsider","United States","Minimal"
2917,0.5,"Education","1","2018-03-01","Financial Access","Accidental Loss","Australia","Nominal"
2918,2.1,"Retail","1","2017-05-26","Financial Access","Malicious Outsider","United States","Minimal"
2919,0.5,"Social Media","1","2018-05-05","Financial Access","Accidental Loss","United States","Nominal"
2920,2.1,"Financial","1","2017-07-05","Financial Access","Malicious Outsider","United States","Minimal"
2921,0.5,"Financial","1","2018-03-01","Financial Access","Accidental Loss","United States","Nominal"
2922,2.1,"Financial","1","2017-03-03","Identity Theft","Malicious Insider","United States","Minimal"
2923,0.5,"Other","1","2018-05-01","Financial Access","Accidental Loss","Australia","Nominal"
2924,2.1,"Education","1","2017-04-09","Financial Access","Malicious Outsider","United Kingdom","Minimal"
2925,0.5,"Other","1","2018-05-01","Financial Access","Accidental Loss","Australia","Nominal"
2926,2.1,"Professional Services","1","2017-08-15","Financial Access","Malicious Outsider","United States","Minimal"
2927,0.5,"Retail","1","2018-09-30","Financial Access","Accidental Loss","Canada","Nominal"
2928,2.1,"Retail","1","2017-02-12","Financial Access","Malicious Outsider","United States","Minimal"
2929,0.5,"Social Media","1","2018-10-01","Financial Access","Accidental Loss","United States","Nominal"
2930,2.1,"Entertainment","1","2017-04-07","Financial Access","Malicious Outsider","United States","Minimal"
2931,0.3,"Financial","1","2018-05-01","Account Access","Accidental Loss","Australia","Nominal"
2932,2.1,"Hospitality","1","2017-07-20","Financial Access","Malicious Outsider","Canada","Minimal"
2933,0.3,"Financial","1","2018-05-01","Account Access","Accidental Loss","Australia","Nominal"
2934,2.1,"Retail","1","2017-08-18","Financial Access","Malicious Outsider","United States","Minimal"
2935,0.3,"Healthcare","1","2018-05-01","Account Access","Accidental Loss","Australia","Nominal"
2936,2.1,"Financial","1","2017-01-23","Financial Access","Malicious Outsider","United States","Minimal"
2937,0.3,"Healthcare","1","2018-05-01","Account Access","Accidental Loss","Australia","Nominal"
2938,2.1,"Financial","1","2017-06-01","Financial Access","Malicious Outsider","United States","Minimal"
2939,0.3,"Healthcare","1","2018-05-01","Account Access","Accidental Loss","Australia","Nominal"
2940,2.1,"Retail","1","2017-07-17","Financial Access","Malicious Outsider","United States","Minimal"
2941,0.3,"Other","1","2018-07-10","Account Access","Accidental Loss","France","Nominal"
2942,2.1,"Entertainment","1","2017-04-20","Financial Access","Malicious Outsider","United States","Minimal"
2943,0.3,"Government","1","2018-07-21","Account Access","Accidental Loss","United Kingdom","Nominal"
2944,2.1,"Professional Services","1","2017-07-17","Financial Access","Malicious Outsider","United States","Minimal"
2945,0.3,"Financial","1","2018-04-01","Account Access","Accidental Loss","Australia","Nominal"
2946,2.1,"Financial","1","2017-08-05","Financial Access","Malicious Outsider","Netherlands","Minimal"
2947,0.3,"Healthcare","1","2018-04-01","Account Access","Accidental Loss","Australia","Nominal"
2948,2.1,"Healthcare","1","2017-01-25","Identity Theft","Malicious Insider","United States","Minimal"
2949,0.3,"Social Media","1","2018-11-16","Account Access","Accidental Loss","United States","Nominal"
2950,2.1,"Financial","1","2017-05-11","Financial Access","Malicious Outsider","United States","Minimal"
2951,0.3,"Other","1","2018-11-20","Account Access","Accidental Loss","United States","Nominal"
2952,2.1,"Hospitality","1","2017-06-13","Financial Access","Malicious Outsider","United States","Minimal"
2953,0.3,"Other","1","2018-04-02","Account Access","Accidental Loss","Switzerland","Nominal"
2954,2.1,"Retail","1","2017-02-06","Financial Access","Malicious Outsider","United States","Minimal"
2955,0.3,"Education","1","2018-06-01","Account Access","Accidental Loss","Australia","Nominal"
2956,2.1,"Healthcare","1","2017-09-19","Identity Theft","Malicious Insider","United States","Minimal"
2957,0.3,"Other","1","2018-06-01","Account Access","Accidental Loss","Australia","Nominal"
2958,2.1,"Retail","1","2017-09-29","Financial Access","Malicious Outsider","United States","Minimal"
2959,0.3,"Other","1","2018-06-01","Account Access","Accidental Loss","Australia","Nominal"
2960,2.1,"Education","1","2017-01-08","Financial Access","Malicious Outsider","United States","Minimal"
2961,0.3,"Other","1","2018-06-01","Account Access","Accidental Loss","Australia","Nominal"
2962,2.1,"Technology","1","2017-07-17","Financial Access","Malicious Outsider","Israel","Minimal"
2963,0.3,"Healthcare","1","2018-03-01","Account Access","Accidental Loss","Australia","Nominal"
2964,2.1,"Entertainment","1","2017-02-02","Financial Access","Malicious Outsider","United States","Minimal"
2965,0.3,"Other","1","2018-03-01","Account Access","Accidental Loss","Australia","Nominal"
2966,2.1,"Financial","1","2017-07-19","Financial Access","Malicious Outsider","United Kingdom","Minimal"
2967,0.3,"Other","1","2018-03-01","Account Access","Accidental Loss","Australia","Nominal"
2968,2.1,"Retail","1","2017-04-26","Financial Access","Malicious Outsider","United States","Minimal"
2969,0.3,"Other","1","2018-04-13","Account Access","Accidental Loss","United States","Nominal"
2970,2.1,"Financial","1","2017-09-07","Financial Access","Malicious Outsider","United States","Minimal"
2971,0.3,"Financial","1","2018-06-01","Account Access","Unknown","Australia","Nominal"
2972,2.1,"Healthcare","1","2017-06-30","Identity Theft","Malicious Insider","United States","Minimal"
2973,0.3,"Other","1","2018-09-25","Account Access","Unknown","United Kingdom","Nominal"
2974,2.1,"Retail","1","2017-11-14","Financial Access","Malicious Outsider","United States","Minimal"
2975,0.3,"Other","1","2018-03-08","Account Access","Accidental Loss","United Arab Emirates","Nominal"
2976,2.1,"Retail","1","2017-09-28","Financial Access","Malicious Outsider","United States","Minimal"
2977,0,"Government","1","2018-07-04","Nuisance","Accidental Loss","Canada","Nominal"
2978,2.1,"Healthcare","1","2017-01-08","Identity Theft","Malicious Insider","United States","Minimal"
2979,0,"Healthcare","1","2018-10-11","Nuisance","Accidental Loss","United Kingdom","Nominal"
2980,2.1,"Entertainment","1","2017-06-15","Financial Access","Malicious Outsider","United States","Minimal"
2981,0,"Government","1","2018-10-24","Nuisance","Accidental Loss","New Zealand","Nominal"
2982,2.1,"Technology","1","2017-06-08","Identity Theft","Malicious Insider","China","Minimal"
2983,0,"Healthcare","1","2018-10-29","Identity Theft","Ransomware","United States","Nominal"
2984,2.1,"Retail","1","2017-06-17","Financial Access","Malicious Outsider","United States","Minimal"
2985,0,"Retail","1","2018-11-03","Nuisance","Accidental Loss","Russia","Nominal"
2986,2.1,"Industrial","1","2017-09-15","Financial Access","Malicious Outsider","Canada","Minimal"
2987,0,"Other","1","2018-11-06","Nuisance","Stolen Device","United States","Nominal"
2988,2.1,"Financial","1","2017-12-22","Financial Access","Malicious Outsider","United States","Minimal"
2989,0,"Technology","1","2018-11-16","Nuisance","Accidental Loss","United States","Nominal"
2990,2.1,"Retail","1","2017-05-15","Financial Access","Malicious Outsider","United States","Minimal"
2991,0,"Retail","1","2018-11-21","Nuisance","Accidental Loss","United Kingdom","Nominal"
2992,2.1,"Retail","1","2017-12-22","Financial Access","Malicious Outsider","United States","Minimal"
2993,0,"Healthcare","1","2018-05-11","Nuisance","Accidental Loss","United Kingdom","Nominal"
2994,2.1,"Financial","1","2017-12-21","Financial Access","Malicious Outsider","United States","Minimal"
2995,0,"Healthcare","1","2018-11-28","Nuisance","Ransomware","United States","Nominal"
2996,2.1,"Retail","1","2017-01-14","Financial Access","Malicious Outsider","United States","Minimal"
2997,0,"Retail","1","2018-12-04","Nuisance","Ransomware","Barbados","Nominal"
2998,2.1,"Financial","1","2017-07-25","Financial Access","Malicious Outsider","United States","Minimal"
2999,0,"Other","1","2018-12-04","Nuisance","Ransomware","United States","Nominal"
3000,2.1,"Retail","1","2017-02-26","Financial Access","Malicious Outsider","United States","Minimal"
3001,0,"Retail","1","2018-08-31","Nuisance","Accidental Loss","United Kingdom","Nominal"
3002,2.1,"Entertainment","1","2017-06-07","Financial Access","Malicious Outsider","United States","Minimal"
3003,0,"Other","1","2018-09-01","Nuisance","Ransomware","United States","Nominal"
3004,2.1,"Healthcare","1","2017-07-26","Financial Access","Malicious Outsider","United States","Minimal"
3005,0,"Education","1","2018-09-14","Nuisance","Accidental Loss","Australia","Nominal"
3006,2.1,"Retail","1","2017-09-22","Financial Access","Malicious Outsider","United Kingdom","Minimal"
3007,0,"Healthcare","1","2018-06-01","Nuisance","Accidental Loss","Australia","Nominal"
